"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN"
"TID_NPC16","Fool's Gold","L'or des fous","Narrengold","El oro del tonto","Oro degli sciocchi","Nepgoud","Narregull","Ouro de Tolo","Aptalın Altını","金メッキ","笨蛋的金子"
"TID_NPC17","Thoroughfare","Le passage","Durchgangsroute","Vía pública","Divieto","Gepokt en gemazeld","Passasje","Via","Geçiş Yolu","町中バイパス","一马平川"
"TID_NPC18","Bouncy Castle","Château gonflable","Schaukelburg","Castillo rebotante","Castello gonfiabile","Stuiterkasteel","Hoppeslott","Bouncy Castle","Şişme Kale","ボヨンボヨン城","充气城堡"
"TID_NPC19","Fikova","Fikova","Fikova","Fikova","Fikova","Fikova","Fikova","Fikova","Fikova","フィコヴァ","飞科华"
"TID_NPC20","Gobbo Campus","Campus Gobelin","Koboldcampus","Campus de Gobbo","Campus Goblin","Gobbocampus","Nisseskolen","Gobbo Campus","Gobbo Kampüsü","ゴブリンキャンパス","哥布林营地"
"TID_NPC21","Danny Boy","Danny Boy","Danny Boy","Danny Boy","Danny Boy","Doordouwer","Danny Boy","Danny Boy","Danny Boy","ダニーボーイ","丹尼男孩"
"TID_NPC22","Ommahha Beech","Hêtre ou ne pas hêtre","Ommahha-Strand","Playaya de Ommahha","Ommahha Beech","Ommahha Beech","Ommahha-stranden","Ommahha Beech","Ommaha Biiç","オマハハ・ビビーチ","奥马哈海滩"
"TID_NPC23","Walls of Steel","Remparts d'aciers","Mauern aus Stahl","Muros de acero","Mura d´acciaio","Muren van staal","Stålvegger","Muros de Aço","Çelik Duvarlar","鋼鉄の壁","铜墙铁壁"
"TID_NPC24","Sicilian Defense","Défense sicilienne","Sizilianische Verteidigung","Defensa siciliana","Difesa siciliana","Siciliaanse verdediging","Siciliansk åpning","Defesa Siciliana","Sicilya Savunması","シシリアン・ディフェンス","西西里防御"
"TID_NPC25","Obsidian Tower","Tour en obsidienne","Obsidianturm","Torre de obsidiana","Torre di ossidiana","Obsidiaantoren","Obsidiantårnet","Torre Obsidiana","Obsidiyen Kule","オブシディアンタワー","黑曜石之塔"
"TID_NPC26","Arrow Head","Pointe de flèche","Pfeilspitze","Cabeza de flecha","Punta di freccia","Pijlpunt","Pilspiss","Ponta de Flecha","Ok Başı","アローヘッド","箭头"
"TID_NPC27","Red Carpet","Tapis rouge","Roter Teppich","Alfombra roja","Tappeto rosso","Rode loper","Rød løper","Carpete Vermelho","Kırmızı Halı","レッドカーペット","迎宾红地毯"
"TID_NPC28","Natural Defense","Défenses naturelles","Natürliche Verteidigung","Defensa natural","Difesa naturale","Natuurkracht","Naturlig forsvar","Defesa Natural","Doğal Savunma","自然の要衝","自然防御"
"TID_NPC29","Steel Gauntlet","Le gant d'acier","Stahlhandschuh","Guantelete de acero","Guanto d´acciaio","Stalen zenuwen","Stålhanske","Luva de Aço","Çelik Eldiven","鋼鉄の篭手","钢铁骑士团"
"TID_NPC30","Queen's Gambit","Le stratagème de la reine","Damengambit","La táctica de la reina","Mossa della regina","Majestueus","Dronninggambit","Estratagema da Rainha","Elveda Kraliçenin","クイーンズ・ギャンビット","皇后布局"
"TID_NPC31","Full Frontal","Attaque frontale","Entblößt","De frente","Avanti tutta","Mokerslag","Rett på","Batida de Frente","Tam Cephe","正面突破","狭路相逢"
"TID_NPC32","Chimp in Armor","Le talon d'Achille","Affe in Rüstung","Mono con armadura","Scimpanzé corazzato","Apenpakkie","Ape i rustning","Chimpanzé na Armadura","Zırhlı Şempanze","鎧を着たサル","武装黑猩猩"
"TID_NPC33","Faulty Towers","Tours défaillantes","Fehlerhafte Türme","Torres defectuosas","Torri storte","Pechtoren","Faulty Towers","Torres Falhas","Hatalı Kuleler","欠陥工事","非常大酒店"
"TID_NPC34","Point Man","L'homme de la situation","Späher","Hombre punta","Point Man","Vechtjas","Punktmann","Homem do Ponto","Nokta Adam","ポイントマン","核心人物"
"TID_NPC35","Triple A","Triple A","Triple A","Triple A","Tripla A","Tien met een griffel","Trippel A","Triplo A","Üç A","トリプル A","3A"
"TID_NPC36","Goblin Picnic","Pique-nique de gobelin","Koboldpicknick","Picnic de duendes","Picnic dei Goblin","Gobelinwalhalla","Nissepiknik","Piquenique Goblin","Goblin Pikniği","ゴブリンの遠足","哥布林野餐"
"TID_NPC37","Bait 'n Switch","L'attrape-nigaud","Lockangebot","Echando el cebo","Civetta","Aan de haak","Agn og bryter","Surpreender e Trocar","Yemle ve Değiştir","おとり商法","诱饵开关"
"TID_NPC38","Collateral Damage","Dommages collatéraux","Kollateralschaden","Daños colaterales","Danni collaterali","Onvoorziene schade","Omfattende skade","Efeito Colateral","Yan Hasar","周辺被害","间接伤害"
"TID_NPC39","Choose Wisely","Un choix judicieux","Wähle weise","Elige sabiamente","Scelta saggia","Kies-pijn","Velg med omhu","Escolha Sabiamente","Akıllı Seç","究極の選択","明智的选择"
"TID_NPC40","Mega Evil","Super méchant","Megaböse","Muy malvado","Megamalvagio","Megaboos","Megaondskap","Mega Mau","Mega Kötücül","邪悪のメガ盛り","超级邪恶"
"TID_NPC41","Crystal Crust","Écorce en cristal","Kristallkruste","Corteza de cristal","Crosta di cristallo","Kristalkorst","Krystallskorpe","Crosta de Cristal","Kristal Kabuk","クリスタル・クラスト","水晶地壳"
"TID_NPC42","Cold as Ice","Aussi froid que la glace","Kalt wie Eis","Frío como el hielo","Gelido","IJskoud","Iskald","Frio como Gelo","Buz Gibi Soğuk","凍てつくように","冰冻三尺"
"TID_NPC43","Jump Around","Sautons gaiement !","Herumgespringe","Saltando por ahí","Saltellare","Springkasteel","Hopp rundt","Pula-Pula","Sıçrayıp Durma","飛び跳ね上等","肆意乱跳"
"TID_NPC44","Kitchen Sink","L'évier de la cuisine","Spülbecken","Fregadero","Lavello","Aanrecht","Kjøkkenvask","Pia da Cozinha","Eviye","流し台","厨房水槽"
"TID_NPC45","Rolling Terror","Terreur déferlante","Rollender Terror","Terror rodante","Terrore rullante","Rollend terreur","Ustoppelig terror","Terror Rolante","Tekerlekli Terör","転がる恐怖","极度恐惧"
"TID_NPC46","Megamansion","Méga maison","Megahütte","Megamansión","Megavilla","Megavilla","Megabolig","Megamansão","Megamalikane","メガマンション","豪宅"
"TID_NPC47","P.E.K.K.A's Playhouse","Le théâtre de P.E.K.K.A","P.E.K.K.As Theater","Casa de juegos de P.E.K.K.A.","Casa dei giochi di P.E.K.K.A.","P.E.K.K.A's speelhuis","P.E.K.K.As lekehus","Teatro P.E.K.K.A","P.E.K.K.A Oyun Evi","P.E.K.K.Aの遊び場","皮卡超人游乐场"
"TID_NPC48","Sherbet Towers","Les tours de sorbet","Sorbettürme","Torres Sorbete","Torri di sorbetto","Sherbettorens","Sirupstårnet","Torres Sherbet","Şerbet Kuleleri","シャーベットタワー","果子露塔"
"TID_NPC49","Goblin King v.1","Roi gobelin, chapitre 1","Koboldkönig v.1","Rey duende v. 1","Re Goblin v 1","Gobelinkoning v.1","Nissekonge v.1","Goblin King v.1","Goblin Kral v.1","初代ゴブリンキング","哥布林之王v.1"
"TID_NPC50","Goblin King v.2","Roi gobelin, chapitre 2","Koboldkönig v.2","Rey duende v. 2","Re Goblin v 2","Gobelinkoning v.2","Nissekonge v.2","Goblin King v.2","Goblin Kral v.2","2代目ゴブリンキング","哥布林之王v.2"
"TID_MULTIPLAYER","Multiplayer","Multijoueur","Mehrspieler","Multijugador:","Multigiocatore","Multiplayer","Flere spillere","Multiplayer","Çoklu oyuncu","マルチプレイ","联机游戏"
"TID_SINGLEPLAYER","Single Player","Solo","Einzelspieler","Un jugador","Giocatore singolo","Eén speler","Enkeltspiller","Single Player","Tek Oyuncu","シングルプレイ","单人模式"
"TID_MULTIPLAYER_POINTS","Your Trophies:","Vos trophées :","Deine Trophäen:","Tus trofeos:","I tuoi trofei:","Jouw trofeeën:","Dine troféer:","Seus troféus:","Ödüllerin:","トロフィー：","您的奖杯："
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Not enough Gems","Pas assez de gemmes","Nicht genug Juwelen","No tienes suficientes gemas,","Non hai abbastanza gemme","Te weinig edelstenen","Ikke nok smykker","Sem Gemas suficientes","Yeterli Taş yok","エメラルドが足りません","宝石不够"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Do you want to get more?","Voulez-vous en obtenir plus ?","Möchtest du mehr haben?","¿Quieres conseguir más?","Ne vuoi ancora?","Wil je meer aankopen?","Vil du skaffe fler?","Você quer receber mais?","Daha fazla almak istiyor musun?","エメラルドを買い足しますか？","您想获取更多宝石吗？"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Enter Shop","Visiter le magasin","Shop betreten","Ir a la tienda","Accedi al negozio","Naar winkel","Gå til butikk","Entrar na Loja","Dükkana Gir","ショップを開く","进入商店"
"TID_GAMECENTER_ID_BOUND_TO_OTHER_VILLAGE_TITLE",,,,,,,,,,,
"TID_GAMECENTER_ID_BOUND_TO_OTHER_VILLAGE",,,,,,,,,,,
"TID_TRAINING_INFO","HINT: Tap and hold down unit icon to train multiple troops.","Astuce : Touchez et maintenez enfoncée l'icône des unités pour former plusieurs troupes.","TIPP: Tippe und halte das Einheitensymbol gedrückt, um mehrere Truppen zu trainieren.","CONSEJO: toca y mantén el icono de unidades para entrenar varias tropas.","SUGGERIMENTO: Tocca e tieni premuta l´icona dell´unità per addestrare più truppe.","HINT: tik en houd het eenheidsicoontje ingedrukt om meerdere troepen te trainen.","HINT: Trykk og hold enhetsikonet for å trene flere soldater.","DICA: Toque e segure no ícone da unidade para treinar várias tropas.","İPUCU: Birden fazla asker eğitmek için birim simgesine dokun ve basılı tut.","ヒント：ユニットのアイコンを長押しすると複数のユニットの訓練を予約できます。","提示：点击并按住要训练的兵种，开始训练您的部队。"
"TID_FINISH_TRAINING","Finish Training:","Terminer la formation :","Training beenden:","Terminar entrenamiento:","Termina addestramento:","Voltooi training van:","Fullfør trening:","Concluir Treinamento:","Eğitimi Bitir:","訓練短縮","立刻完成训练："
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","New Facebook login","Nouvelle identification Facebook","Neue Facebook-Anmeldung","Nueva sesión en Facebook","Nuovo accesso Facebook","Nieuwe Facebook-login","Ny Facebook-pålogging","Novo login do Facebook","Yeni Facebook oturumu","Facebook の新しいID","登陆新的Facebook账号"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Do you want to link your current game to this Facebook account?","Voulez-vous associer votre partie à votre compte Facebook ?","Möchtest du dein aktuelles Spiel mit diesem Facebook-Konto verknüpfen?","¿Quieres vincular la partida actual con esta cuenta de Facebook?","Vuoi collegare la tua partita a questo account Facebook?","Wil je het huidige spel op dit Facebook-account opslaan?","Vil du koble det gjeldende spillet til denne Facebook-kontoen?","Você quer conectar o seu jogo atual a essa conta do Facebook?","Şu anki oyununu bu Facebook hesabına bağlamak istiyor musun?","今プレイ中のゲームをこのFacebookアカウントに関連づけますか？","您想连接当前游戏到这个Facebook帐户吗？"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","New Game Center login","Nouvelle identification Game Center","Neue Game-Center-Anmeldung","Nueva sesión en Game Center.","Nuovo accesso Game Center","Nieuwe Game Center-login","Ny Game Center-pålogging","Novo login do Game Center","Yeni Game Center oturumu","Game Center の新しいID","您登录到了一个新的游戏中心账户"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Do you want to save your current game on this Game Center account?","Voulez-vous sauvegarder votre partie sur ce compte Game Center ?","Möchtest du dein aktuelles Spiel auf diesem Game-Center-Konto speichern?","¿Quieres guardar la partida actual en esta cuenta de Game Center?","Vuoi salvare la tua partita su questo account Game Center?","Wil je het huidige spel op dit Game Center-account opslaan?","Vil du lagre det gjeldende spillet på denne Game Center-kontoen?","Você quer salvar o seu jogo atual nessa conta do Game Center?","Şu anki oyununu bu Game Center hesabına kaydetmek istiyor musun?","今プレイ中のゲームをこのGame Centerアカウントにセーブしますか？","您想将本设备上的游戏进度转移到新的游戏中心账户吗？"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","New Google+ Sign-In","Nouvelle connexion Google+","Neue Google+ Anmeldung","Nuevo: Inicia ses. en Google+","Nuovo accesso a Google+","Nieuwe Google+ Sign-In","Ny pålogging til Google+","Novo Sign-in do Google+","Yeni Google+ Girişi","新しいGoogle+ ログイン","新 Google+ 登录"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Do you want to save your current game on this Google account?","Voulez-vous sauvegarder votre partie sur ce compte Google ?","Willst du dein aktuelles Spiel auf diesem Google-Konto speichern?","¿Quieres guardar la partida actual en esta cuenta de Google?","Vuoi salvare la tua partita su questo account Google?","Wil je het huidige spel op deze Google-account opslaan?","Vil du lagre det gjeldende spillet ditt på denne Google-kontoen?","Quer salvar seu jogo atual nesta conta do Google?","Mevcut oyununu bu Google hesabına kaydetmek istiyor musun?","ここまでのゲームを Google アカウントに保存しますか?","您想在这个谷歌账户中保存当前游戏进度吗？"
"TID_GEM_POPUP_TEXT","You're out of gems. Go to the Shop to get some more!","Vous n'avez plus de gemmes. Allez au magasin pour vous en procurer !","Du hast keine Juwelen mehr. Geh in den Shop, um welche zu kaufen!","No tienes gemas. ¡Ve a la tienda a comprar más!","Gemme finite! Vai al negozio per ottenerne altre!","Je edelstenen zijn op. Ga naar de winkel voor meer!","Du er tom for smykker. Gå i butikken for å skaffe fler!","Você está sem gemas. Vá à loja para adquirir um pouco mais!","Taşın kalmadı. Dükkana git ve bir miktar daha al!","エメラルドが足りません。ショップで買い足しましょう！","您的宝石用光了。去商店买一些吧！"
"TID_FRIEND_LIST_TEAMUP_1","Team Up!","Faites équipe !","Verbünde dich!","¡Alíate!","Collabora!","Werk samen!","Gå sammen!","Monte sua Equipe!","Takım Ol!","フレンドをみつけて","齐心协力！"
"TID_FRIEND_LIST_TEAMUP_2","and create your clan","et créez votre clan","und erstelle deinen Clan","Y crea tu clan.","e crea il tuo clan","en zet je clan op","og opprette klanen din","e crie seu clã","ve kendi klanını oluştur","クランを結成しましょう！","我们是一群很有爱的人"
"TID_TROOP_SPEED_UP_SUCCESS","Troop training finished!","Formation des troupes terminée !","Truppentraining beendet!","¡Entrenamiento terminado!","Addestramento truppe completato!","Troeptraining voltooid!","Soldattrening ferdig!","O treinamento de tropas terminou!","Asker eğitimi bitti!","ユニットの訓練が完了しました！","军队训练完毕！"
"TID_UPDATING_CONTENT","Downloading content","Chargement du contenu","Inhalt wird heruntergeladen","Descargando contenido","Scaricamento contenuto...","Materiaal wordt gedownload","Laster ned innhold","Baixando conteúdo","İçerik indiriliyor","コンテンツのダウンロード中","正在下载"
